선수명,ID,season_2010,season_2011,season_2012,season_2013,season_2014,season_2015,season_2016,season_2017,season_2018,season_2019,season_2020
라이트,60649,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
러셀,50350,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움
러프,67450,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성,소속팀없음
레나도,67423,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음
레딩,60430,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
레온,66446,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음
레이예스,63857,소속팀없음,소속팀없음,소속팀없음,SK,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
레일리,65546,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,롯데,롯데,롯데,소속팀없음
로니,67134,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음,소속팀없음
로드리게스,63462,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
로맥,67872,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK,SK,SK
로메로,65233,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
로사리오,66740,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,소속팀없음,소속팀없음,소속팀없음
로위,66050,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음
로저스,65742,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,소속팀없음,키움,소속팀없음,소속팀없음
로치,67033,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음
로티노,64302,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
로페즈,79644,기아,기아,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
로하스,67025,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,KT
루츠,65203,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
루친스키,69940,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC
루카스,65137,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
류승현,66615,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,기아,소속팀없음
류은재,76656,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
류재인,65908,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,소속팀없음,소속팀없음
류제국,63111,소속팀없음,소속팀없음,소속팀없음,LG,LG,LG,LG,LG,소속팀없음,LG,소속팀없음
류지혁,62234,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,두산,두산,두산,두산,두산,두산-기아
류택현,94228,LG,소속팀없음,LG,LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
류현진,76715,한화,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
류형우,64164,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음
류희운,64029,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,KT,KT
리오단,64157,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
리즈,61158,소속팀없음,LG,LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
린드블럼,65543,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,롯데,두산,두산,소속팀없음
마낙길,62967,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
마르테,65005,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음
마리몬,66049,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음
마리오,62859,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
마야,64219,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
마에스트리,66748,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음
마일영,70329,한화,한화,한화,한화,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
마정길,72749,키움,키움,소속팀없음,키움,키움,키움,키움,키움,소속팀없음,소속팀없음,소속팀없음
마차도,50506,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데
마틴,64430,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
매그레인,61854,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
매티스,61444,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
맥과이어,69413,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음
맥그레거,66324,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음
맥스웰,66523,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음
맨쉽,67948,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음
명재철,61495,소속팀없음,삼성,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
모건,65733,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
모넬,67024,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음
모상기,76469,소속팀없음,삼성,삼성,삼성,소속팀없음,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
모창민,78813,SK,소속팀없음,SK,NC,NC,NC,NC,NC,NC,NC,NC
모터,50300,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움
문경찬,65643,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,기아,기아,기아-NC
문광은,60845,SK,SK,소속팀없음,소속팀없음,SK,SK,SK,SK,LG,LG,LG
문규현,72546,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데,롯데,소속팀없음
문대원,67259,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산
문동욱,64554,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화
문상철,64007,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,소속팀없음,소속팀없음,KT,KT
문선엽,60464,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음
문선재,79113,LG,소속팀없음,소속팀없음,LG,LG,LG,LG,LG,LG,기아,기아
문성주,68119,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음
문성현,60336,키움,키움,키움,키움,키움,키움,소속팀없음,소속팀없음,키움,소속팀없음,키움
문수호,72643,기아,삼성,소속팀없음,NC,NC,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
문승원,62869,소속팀없음,소속팀없음,SK,SK,소속팀없음,소속팀없음,SK,SK,SK,SK,SK
문우람,61363,소속팀없음,소속팀없음,키움,키움,키움,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
문재현,61767,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
민경수,74130,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
민병헌,76249,두산,소속팀없음,두산,두산,두산,두산,두산,두산,롯데,롯데,롯데
민태호,78366,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,NC,NC,NC,소속팀없음
바티스타,61727,소속팀없음,한화,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박건우,74363,LG,LG,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박건우,79215,소속팀없음,소속팀없음,소속팀없음,두산,두산,두산,두산,두산,두산,두산,두산
박경수,73113,LG,LG,소속팀없음,소속팀없음,LG,KT,KT,KT,KT,KT,KT
박경완,92809,SK,SK,SK,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박경태,76653,기아,기아,기아,기아,기아,소속팀없음,소속팀없음,기아,기아,소속팀없음,소속팀없음
박계범,64468,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,소속팀없음,소속팀없음,삼성,삼성
박계현,61893,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박관진,50397,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움
박대온,64944,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,NC,소속팀없음,NC
박근홍,74630,소속팀없음,소속팀없음,삼성,삼성,삼성,삼성,삼성,삼성,삼성,롯데,소속팀없음
박기남,74103,기아,기아,기아,기아,기아,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박기혁,70553,롯데,소속팀없음,소속팀없음,롯데,롯데,KT,KT,KT,KT,소속팀없음,소속팀없음
박노민,74756,한화,한화,한화,한화,한화,한화,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박동원,79365,키움,소속팀없음,소속팀없음,키움,키움,키움,키움,키움,키움,키움,키움
박명현,50592,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데
박명환,96251,LG,소속팀없음,소속팀없음,소속팀없음,NC,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박민,50657,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아
박민규,79448,삼성,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박민석,78243,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,KT,소속팀없음
박민성,63335,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박민우,62907,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,NC,NC,NC,NC,NC
박민정,62264,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박민주,76393,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박민호,64893,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK,SK,소속팀없음,SK,SK,SK
박병호,75125,LG,LG-키움,키움,키움,키움,키움,소속팀없음,소속팀없음,키움,키움,키움
박상규,78758,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박상언,66707,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,한화,한화
박상원,67703,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,한화,한화
박상혁,79657,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박상현,79866,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박석민,74465,삼성,삼성,삼성,삼성,삼성,삼성,NC,NC,NC,NC,NC
박성모,68201,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음
박성민,65206,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박성준,65120,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박성한,67893,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,SK,소속팀없음,소속팀없음
박성호,79760,기아-한화,기아,소속팀없음,소속팀없음,기아,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박성훈,75464,키움,키움,키움,키움,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박세웅,64021,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데-KT,롯데,롯데,롯데,롯데,롯데
박세웅,62926,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박세진,66047,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,소속팀없음,KT
박세혁,62244,소속팀없음,소속팀없음,두산,두산,소속팀없음,소속팀없음,두산,두산,두산,두산,두산
박승규,69418,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,삼성
박승욱,62802,소속팀없음,소속팀없음,SK,SK,소속팀없음,소속팀없음,SK,SK,SK,SK-KT,KT
박승주,66305,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,키움
박시영,60559,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,롯데,롯데,롯데
박신지,68249,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,두산,두산
박용근,77104,LG,소속팀없음,소속팀없음,소속팀없음,LG,KT,KT,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박용택,72133,LG,LG,LG,LG,LG,LG,LG,LG,LG,LG,LG
박유연,67202,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,두산,소속팀없음
박윤,77848,소속팀없음,SK,SK,소속팀없음,SK,SK,키움,키움,소속팀없음,소속팀없음,소속팀없음
박윤철,69762,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음
박으뜸,63967,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박인성,62883,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박재상,71857,SK,SK,SK,SK,SK,SK,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박재욱,64100,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음,소속팀없음,LG
박재홍,96362,SK,SK,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박정권,74846,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,소속팀없음
박정배,75250,두산,두산,SK,SK,SK,SK,SK,SK,SK,SK,소속팀없음
박정수,65639,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,기아,기아,기아-NC
박정음,62353,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,키움,키움,키움
박정준,73543,롯데,키움,소속팀없음,NC,NC,NC,키움,소속팀없음,키움,소속팀없음,소속팀없음
박정준,61396,소속팀없음,소속팀없음,키움,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,소속팀없음,두산,소속팀없음
박정진,99737,한화,한화,한화,한화,한화,한화,한화,한화,소속팀없음,소속팀없음,소속팀없음
박정태,91514,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박정현,50709,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화
박정환,70408,SK,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박종기,63292,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산
박종윤,62338,소속팀없음,소속팀없음,키움,키움,소속팀없음,소속팀없음,키움,키움,소속팀없음,소속팀없음,소속팀없음
박종윤,71562,롯데,롯데,롯데,롯데,롯데,롯데,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박종훈,60841,소속팀없음,SK,SK,소속팀없음,소속팀없음,SK,SK,SK,SK,SK,SK
박주성,69328,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움
박주현,65348,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움,키움,소속팀없음,소속팀없음,소속팀없음
박주홍,68703,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화,한화
박주홍,50357,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,키움
박준서,71815,롯데,롯데,롯데,롯데,롯데,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박준수,70349,키움,키움,기아,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박준영,66928,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,NC
박준태,64657,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,기아,소속팀없음,소속팀없음,기아,기아,키움
박준표,63638,소속팀없음,소속팀없음,소속팀없음,기아,기아,기아,기아,소속팀없음,기아,기아,기아
박준혁,64724,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,소속팀없음,한화,한화,한화,한화,KT
박지규,65136,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,소속팀없음,소속팀없음,LG,LG,LG
박지훈,62637,소속팀없음,소속팀없음,기아,기아,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,소속팀없음,소속팀없음
박지훈,50204,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산
박진,69594,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,소속팀없음
박진두,64697,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박진만,96307,삼성,SK,SK,SK,SK,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박진석,91899,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박진수,67716,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박진영,78606,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박진우,63991,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,NC,NC,NC
박진원,76235,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박진철,93628,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박진태,67646,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,소속팀없음,기아,기아
박진형,63512,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데,롯데,롯데,롯데,롯데
박진환,74565,소속팀없음,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박찬도,62409,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성,소속팀없음,소속팀없음,삼성,삼성,삼성
박찬호,62761,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박찬호,64646,소속팀없음,소속팀없음,소속팀없음,소속팀없음,기아,기아,기아,소속팀없음,소속팀없음,기아,기아
박찬호,50112,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG
박철우,64804,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,SK,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박치국,67266,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,두산,두산,두산
박한결,63703,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,한화
박한길,64764,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화,롯데,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박한이,71432,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성,소속팀없음
박해민,62415,소속팀없음,소속팀없음,소속팀없음,삼성,삼성,삼성,삼성,삼성,삼성,삼성,삼성
박헌도,79356,소속팀없음,키움,키움,키움,키움,키움,롯데,롯데,롯데,소속팀없음,소속팀없음
박헌욱,62921,소속팀없음,소속팀없음,소속팀없음,NC,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,소속팀없음
박현준,79817,SK-LG,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
박희수,76858,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK
반슬라이크,68245,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,두산,소속팀없음,소속팀없음
반즈,50730,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,한화
발디리스,66452,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,삼성,소속팀없음,소속팀없음,소속팀없음,소속팀없음
배민관,60105,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,LG,소속팀없음,소속팀없음
배민서,69974,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC
배성근,64501,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,롯데,롯데
배스,62730,소속팀없음,소속팀없음,한화,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음
배영섭,79465,삼성,삼성,삼성,삼성,소속팀없음,삼성,삼성,삼성,삼성,SK,소속팀없음
배영수,70425,삼성,삼성,삼성,삼성,삼성,한화,소속팀없음,한화,한화,두산,소속팀없음
배우열,79191,LG,소속팀없음,소속팀없음,소속팀없음,소속팀없음,KT,KT,KT,KT,소속팀없음,소속팀없음
배장호,76540,롯데,롯데,소속팀없음,소속팀없음,롯데,롯데,롯데,롯데,롯데,소속팀없음,소속팀없음
배재준,63145,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,LG,LG,소속팀없음
배재환,64995,소속팀없음,소속팀없음,소속팀없음,소속팀없음,소속팀없음,NC,NC,NC,NC,NC,NC
