,경기날짜,선수명,포지션,팀,더블헤더여부,홈팀,원정팀,등판,inning,restinning,승리,패배,무승부,세이브,홀드,삼진,4사구,실점,자책,타수,타자
993,2018-06-30,박상원,불펜투수,한화,0,한화,롯데,8.4,1,1,1,0,0,0,0,1.0,0.0,1.0,1.0,5,6
994,2018-07-03,양현종,선발투수,기아,0,기아,한화,1.1,7,0,1,0,0,0,0,12.0,0.0,2.0,2.0,24,24
995,2018-07-03,김세현,불펜투수,기아,0,기아,한화,8.7,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
996,2018-07-03,유승철,불펜투수,기아,0,기아,한화,9.2,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
997,2018-07-04,한승혁,선발투수,기아,0,기아,한화,1.1,5,0,0,0,0,0,0,4.0,3.0,4.0,4.0,22,26
998,2018-07-04,팻딘,불펜투수,기아,0,기아,한화,6.9,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
999,2018-07-04,김윤동,불펜투수,기아,0,기아,한화,7.3,1,1,1,0,0,0,0,3.0,2.0,0.0,0.0,4,6
1000,2018-07-04,임기준,불펜투수,기아,0,기아,한화,8.9,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,3,3
1001,2018-07-04,윤석민,불펜투수,기아,0,기아,한화,9.3,1,0,0,0,0,1,0,3.0,0.0,0.0,0.0,3,3
1002,2018-07-05,헥터,선발투수,기아,0,기아,한화,1.1,6,2,0,1,0,0,0,4.0,1.0,5.0,5.0,26,29
1003,2018-07-05,황인준,불펜투수,기아,0,기아,한화,7.3,0,1,0,0,0,0,0,0.0,0.0,2.0,2.0,3,3
1004,2018-07-05,하준영,불펜투수,기아,0,기아,한화,8.6,2,0,0,0,0,0,0,2.0,0.0,1.0,1.0,8,8
1005,2018-07-06,박종훈,선발투수,SK,0,SK,한화,1.1,7,2,1,0,0,0,0,6.0,0.0,0.0,0.0,28,28
1006,2018-07-06,김태훈,불펜투수,SK,0,SK,한화,8.2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1
1007,2018-07-06,채병용,불펜투수,SK,0,SK,한화,9.3,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
1008,2018-07-07,켈리,선발투수,SK,0,SK,한화,1.1,5,1,0,0,0,0,0,3.0,3.0,3.0,3.0,21,24
1009,2018-07-07,전유수,불펜투수,SK,0,SK,한화,6.7,0,2,0,0,0,0,0,1.0,0.0,1.0,1.0,4,4
1010,2018-07-07,박희수,불펜투수,SK,0,SK,한화,7.2,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,2,3
1011,2018-07-07,정영일,불펜투수,SK,0,SK,한화,8.5,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,4,4
1012,2018-07-07,신재웅,불펜투수,SK,0,SK,한화,9.9,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,3,3
1013,2018-07-08,문승원,선발투수,SK,0,SK,한화,1.1,6,0,0,1,0,0,0,4.0,1.0,4.0,4.0,22,23
1014,2018-07-08,김태훈,불펜투수,SK,0,SK,한화,7.6,2,0,0,0,0,0,0,2.0,0.0,0.0,0.0,7,7
1015,2018-07-08,채병용,불펜투수,SK,0,SK,한화,9.4,1,0,0,0,0,0,0,0.0,1.0,1.0,1.0,4,5
1016,2018-07-10,윤규진,선발투수,한화,0,한화,넥센,1.1,7,0,0,0,0,0,0,7.0,1.0,1.0,0.0,25,26
1017,2018-07-10,김범수,불펜투수,한화,0,한화,넥센,8.9,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,2,2
1018,2018-07-10,송은범,불펜투수,한화,0,한화,넥센,8.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
1019,2018-07-10,안영명,불펜투수,한화,0,한화,넥센,8.3,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1,1
1020,2018-07-10,정우람,불펜투수,한화,0,한화,넥센,9.4,1,0,0,0,0,1,0,2.0,0.0,0.0,0.0,3,3
1021,2018-07-11,샘슨,선발투수,한화,0,한화,넥센,1.1,3,1,0,1,0,0,0,3.0,4.0,9.0,7.0,17,21
1022,2018-07-11,장민재,불펜투수,한화,0,한화,넥센,4.4,1,2,0,0,0,0,0,2.0,2.0,5.0,5.0,9,12
1023,2018-07-11,김경태,불펜투수,한화,0,한화,넥센,6.7,2,0,0,0,0,0,0,2.0,3.0,5.0,5.0,8,11
1024,2018-07-11,박상원,불펜투수,한화,0,한화,넥센,8.9,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,3,4
1025,2018-07-11,서균,불펜투수,한화,0,한화,넥센,9.4,1,0,0,0,0,0,0,1.0,2.0,3.0,3.0,5,7
1026,2018-07-12,휠러,선발투수,한화,0,한화,넥센,1.1,5,0,1,0,0,0,0,2.0,4.0,1.0,1.0,16,20
1027,2018-07-12,김재영,불펜투수,한화,0,한화,넥센,6.3,1,1,0,0,0,0,1,1.0,0.0,0.0,0.0,5,5
1028,2018-07-12,김범수,불펜투수,한화,0,한화,넥센,7.8,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1,1
1029,2018-07-12,이태양,불펜투수,한화,0,한화,넥센,7.9,1,1,0,0,0,0,1,1.0,0.0,0.0,0.0,4,4
1030,2018-07-12,정우람,불펜투수,한화,0,한화,넥센,9.4,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,4,4
1031,2018-07-17,피어밴드,선발투수,KT,0,KT,한화,1.1,5,0,0,1,0,0,0,5.0,2.0,6.0,6.0,22,24
1032,2018-07-17,고창성,불펜투수,KT,0,KT,한화,6.7,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,6,7
1033,2018-07-17,류희운,불펜투수,KT,0,KT,한화,8.5,0,2,0,0,0,0,0,1.0,2.0,2.0,2.0,4,6
1034,2018-07-17,홍성용,불펜투수,KT,0,KT,한화,8.2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
1035,2018-07-17,주권,불펜투수,KT,0,KT,한화,9.3,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
1036,2018-07-18,니퍼트,선발투수,KT,0,KT,한화,1.1,7,0,0,0,0,0,0,11.0,2.0,2.0,2.0,28,30
1037,2018-07-18,윤근영,불펜투수,KT,0,KT,한화,8.4,0,2,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
1038,2018-07-18,이종혁,불펜투수,KT,0,KT,한화,8.7,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
1039,2018-07-18,김재윤,불펜투수,KT,0,KT,한화,9.8,2,0,0,0,0,0,0,4.0,1.0,0.0,0.0,6,8
1040,2018-07-18,주권,불펜투수,KT,0,KT,한화,11.7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
1041,2018-07-18,홍성용,불펜투수,KT,0,KT,한화,12.1,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
1042,2018-07-18,고창성,불펜투수,KT,0,KT,한화,12.4,0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,1,1
1043,2018-07-19,고영표,선발투수,KT,0,KT,한화,1.1,6,0,0,0,0,0,0,5.0,1.0,6.0,5.0,27,28
1044,2018-07-19,윤근영,불펜투수,KT,0,KT,한화,7.2,1,0,1,0,0,0,0,2.0,0.0,1.0,1.0,7,7
1045,2018-07-19,이종혁,불펜투수,KT,0,KT,한화,8.9,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,1,1
1046,2018-07-19,홍성용,불펜투수,KT,0,KT,한화,8.1,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,1,2
1047,2018-07-19,김재윤,불펜투수,KT,0,KT,한화,9.3,1,0,0,0,0,1,0,2.0,0.0,0.0,0.0,5,5
1048,2018-07-20,아델만,선발투수,삼성,0,삼성,한화,1.1,7,0,0,1,0,0,0,7.0,2.0,1.0,1.0,24,26
1049,2018-07-20,우규민,불펜투수,삼성,0,삼성,한화,8.9,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,7,8
1050,2018-07-21,윤성환,선발투수,삼성,0,삼성,한화,1.1,6,0,0,0,0,0,0,7.0,2.0,0.0,0.0,23,25
1051,2018-07-21,최충연,불펜투수,삼성,0,삼성,한화,7.8,1,2,0,0,0,0,1,0.0,0.0,2.0,2.0,6,6
1052,2018-07-21,심창민,불펜투수,삼성,0,삼성,한화,8.5,1,1,1,0,0,0,0,3.0,1.0,1.0,1.0,6,7
1053,2018-07-22,보니야,선발투수,삼성,0,삼성,한화,1.1,6,0,0,0,0,0,0,3.0,5.0,4.0,3.0,23,28
1054,2018-07-22,박근홍,불펜투수,삼성,0,삼성,한화,7.2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,5,5
1055,2018-07-22,권오준,불펜투수,삼성,0,삼성,한화,8.7,0,2,0,0,0,0,0,2.0,0.0,0.0,0.0,2,2
1056,2018-07-22,장필준,불펜투수,삼성,0,삼성,한화,9.9,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,3,3
1057,2018-07-24,헤일,선발투수,한화,0,한화,기아,1.1,6,0,1,0,0,0,0,1.0,0.0,0.0,0.0,19,19
1058,2018-07-24,송은범,불펜투수,한화,0,한화,기아,7.2,1,0,0,0,0,0,0,2.0,1.0,0.0,0.0,4,5
1059,2018-07-24,김범수,불펜투수,한화,0,한화,기아,8.7,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4
1060,2018-07-24,이태양,불펜투수,한화,0,한화,기아,9.2,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
1061,2018-07-25,윤규진,선발투수,한화,0,한화,기아,1.1,4,2,0,1,0,0,0,1.0,3.0,7.0,6.0,20,25
1062,2018-07-25,장민재,불펜투수,한화,0,한화,기아,5.8,2,2,0,0,0,0,0,1.0,1.0,4.0,4.0,12,13
1063,2018-07-25,서균,불펜투수,한화,0,한화,기아,8.3,1,2,0,0,0,0,0,1.0,1.0,0.0,0.0,6,7
1064,2018-07-26,샘슨,선발투수,한화,0,한화,기아,1.1,7,0,1,0,0,0,0,9.0,2.0,3.0,3.0,25,27
1065,2018-07-26,송은범,불펜투수,한화,0,한화,기아,8.1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3,3
1066,2018-07-26,정우람,불펜투수,한화,0,한화,기아,9.4,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,3,3
1067,2018-07-27,이영하,선발투수,두산,0,두산,한화,1.1,3,2,0,1,0,0,0,4.0,3.0,7.0,7.0,17,20
1068,2018-07-27,김강률,불펜투수,두산,0,두산,한화,4.3,2,1,0,0,0,0,0,3.0,0.0,0.0,0.0,7,7
1069,2018-07-27,김승회,불펜투수,두산,0,두산,한화,7.1,0,1,0,0,0,0,0,0.0,2.0,2.0,2.0,1,3
1070,2018-07-27,박치국,불펜투수,두산,0,두산,한화,7.4,0,0,0,0,0,0,0,0.0,1.0,2.0,2.0,2,3
1071,2018-07-27,이현승,불펜투수,두산,0,두산,한화,7.7,1,0,0,0,0,0,0,0.0,0.0,1.0,1.0,4,4
1072,2018-07-27,최원준,불펜투수,두산,0,두산,한화,8.2,0,2,0,0,0,0,0,1.0,1.0,0.0,0.0,3,4
1073,2018-07-27,홍상삼,불펜투수,두산,0,두산,한화,9.6,1,0,0,0,0,0,0,1.0,1.0,4.0,4.0,6,7
1074,2018-07-28,후랭코프,선발투수,두산,0,두산,한화,1.1,6,0,1,0,0,0,0,5.0,1.0,3.0,3.0,27,28
1075,2018-07-28,김강률,불펜투수,두산,0,두산,한화,7.2,0,2,0,0,0,0,0,2.0,1.0,2.0,2.0,3,4
1076,2018-07-28,김승회,불펜투수,두산,0,두산,한화,7.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2
1077,2018-07-28,함덕주,불펜투수,두산,0,두산,한화,7.8,1,1,0,0,0,0,1,2.0,0.0,1.0,1.0,5,5
1078,2018-07-28,박성모,불펜투수,두산,0,두산,한화,9.4,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,5,6
1079,2018-07-29,린드블럼,선발투수,두산,0,두산,한화,1.1,8,0,1,0,0,0,0,9.0,3.0,1.0,1.0,26,29
1080,2018-07-29,함덕주,불펜투수,두산,0,두산,한화,9.3,1,0,0,0,0,1,0,2.0,0.0,0.0,0.0,3,3
1081,2018-07-31,윤규진,선발투수,한화,0,한화,KT,1.1,5,0,0,0,0,0,0,6.0,4.0,4.0,4.0,20,24
1082,2018-07-31,송은범,불펜투수,한화,0,한화,KT,6.7,2,0,0,0,0,0,0,3.0,1.0,0.0,0.0,6,7
1083,2018-07-31,이태양,불펜투수,한화,0,한화,KT,8.5,1,0,0,1,0,0,0,2.0,0.0,1.0,1.0,5,5
1084,2018-07-31,안영명,불펜투수,한화,0,한화,KT,9.1,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
1085,2018-07-31,김재영,불펜투수,한화,0,한화,KT,9.4,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1
1086,2018-08-01,샘슨,선발투수,한화,0,한화,KT,1.1,6,0,1,0,0,0,0,10.0,4.0,2.0,2.0,19,24
1087,2018-08-01,박상원,불펜투수,한화,0,한화,KT,7.7,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
1088,2018-08-01,송은범,불펜투수,한화,0,한화,KT,7.1,1,1,0,0,0,0,1,0.0,0.0,0.0,0.0,3,3
1089,2018-08-01,김재영,불펜투수,한화,0,한화,KT,8.4,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1
1090,2018-08-01,정우람,불펜투수,한화,0,한화,KT,8.5,1,1,0,0,0,1,0,0.0,0.0,1.0,1.0,5,5
1091,2018-08-02,헤일,선발투수,한화,0,한화,KT,1.1,6,0,0,0,0,0,0,7.0,0.0,3.0,3.0,24,24
1092,2018-08-02,이태양,불펜투수,한화,0,한화,KT,7.7,2,0,0,0,0,0,0,4.0,1.0,0.0,0.0,6,7
1093,2018-08-02,안영명,불펜투수,한화,0,한화,KT,9.5,1,0,1,0,0,0,0,2.0,0.0,0.0,0.0,3,3
1094,2018-08-04,김민우,선발투수,한화,0,한화,NC,1.1,3,0,0,1,0,0,0,4.0,1.0,6.0,6.0,16,17
1095,2018-08-04,김성훈,불펜투수,한화,0,한화,NC,4.9,3,1,0,0,0,0,0,5.0,0.0,1.0,1.0,12,12
1096,2018-08-04,김범수,불펜투수,한화,0,한화,NC,7.3,1,1,0,0,0,0,0,1.0,1.0,0.0,0.0,4,5
1097,2018-08-04,박상원,불펜투수,한화,0,한화,NC,8.8,1,1,0,0,0,0,0,2.0,0.0,0.0,0.0,4,4
1098,2018-08-05,윤규진,선발투수,한화,0,한화,NC,1.1,3,1,0,0,0,0,0,5.0,0.0,5.0,5.0,18,18
1099,2018-08-05,송은범,불펜투수,한화,0,한화,NC,4.1,2,2,0,0,0,0,0,2.0,1.0,0.0,0.0,7,8
1100,2018-08-05,이태양,불펜투수,한화,0,한화,NC,7.9,0,2,0,0,0,0,0,1.0,1.0,3.0,1.0,5,7
1101,2018-08-05,안영명,불펜투수,한화,0,한화,NC,7.7,1,1,0,0,0,0,0,2.0,1.0,0.0,0.0,4,5
1102,2018-08-05,정우람,불펜투수,한화,0,한화,NC,9.3,1,0,0,1,0,0,0,1.0,1.0,2.0,2.0,4,5
1103,2018-08-07,유희관,선발투수,두산,0,두산,한화,1.1,5,1,1,0,0,0,0,4.0,4.0,4.0,4.0,21,25
1104,2018-08-07,박치국,불펜투수,두산,0,두산,한화,6.8,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
1105,2018-08-07,이현승,불펜투수,두산,0,두산,한화,7.2,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,1
1106,2018-08-07,김강률,불펜투수,두산,0,두산,한화,7.3,0,2,0,0,0,0,1,0.0,0.0,0.0,0.0,3,3
1107,2018-08-07,김승회,불펜투수,두산,0,두산,한화,8.6,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,3,4
1108,2018-08-07,함덕주,불펜투수,두산,0,두산,한화,9.1,1,0,0,0,0,1,0,1.0,2.0,0.0,0.0,2,4
1109,2018-08-08,후랭코프,선발투수,두산,0,두산,한화,1.1,7,0,0,1,0,0,0,2.0,2.0,6.0,5.0,28,32
1110,2018-08-08,이현승,불펜투수,두산,0,두산,한화,8.6,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1,2
1111,2018-08-08,윤수호,불펜투수,두산,0,두산,한화,8.8,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
1112,2018-08-08,이현호,불펜투수,두산,0,두산,한화,9.2,0,2,0,0,0,0,0,1.0,1.0,2.0,2.0,3,4
1113,2018-08-09,김범수,선발투수,한화,0,한화,넥센,1.1,4,0,0,1,0,0,0,4.0,1.0,3.0,3.0,19,20
1114,2018-08-09,정재원,불펜투수,한화,0,한화,넥센,5.3,2,0,0,0,0,0,0,0.0,0.0,5.0,5.0,11,11
1115,2018-08-09,박주홍,불펜투수,한화,0,한화,넥센,7.5,3,0,0,0,0,0,0,0.0,2.0,8.0,8.0,21,23
1116,2018-08-10,김민우,선발투수,한화,0,한화,넥센,1.1,5,0,0,0,0,0,0,3.0,2.0,3.0,3.0,22,24
1117,2018-08-10,박상원,불펜투수,한화,0,한화,넥센,6.7,1,0,0,1,0,0,0,0.0,0.0,1.0,1.0,4,5
1118,2018-08-10,서균,불펜투수,한화,0,한화,넥센,7.3,0,2,0,0,0,0,0,2.0,0.0,0.0,0.0,2,2
1119,2018-08-10,안영명,불펜투수,한화,0,한화,넥센,7.5,1,0,0,0,0,0,0,2.0,0.0,3.0,3.0,6,6
1120,2018-08-10,김성훈,불펜투수,한화,0,한화,넥센,8.2,0,1,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
1121,2018-08-10,장민재,불펜투수,한화,0,한화,넥센,9.5,1,0,0,0,0,0,0,1.0,0.0,2.0,2.0,5,5
1122,2018-08-11,헤일,선발투수,한화,0,한화,KT,1.1,6,0,0,0,0,0,0,6.0,1.0,3.0,3.0,21,24
1123,2018-08-11,송은범,불펜투수,한화,0,한화,KT,7.7,1,0,0,0,0,0,0,1.0,2.0,0.0,0.0,4,6
1124,2018-08-11,이태양,불펜투수,한화,0,한화,KT,8.4,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,3,4
1125,2018-08-11,정우람,불펜투수,한화,0,한화,KT,9.8,1,0,0,0,0,1,0,2.0,0.0,0.0,0.0,3,3
1126,2018-08-12,샘슨,선발투수,한화,0,한화,KT,1.1,6,0,0,0,0,0,0,11.0,1.0,2.0,2.0,22,23
1127,2018-08-12,서균,불펜투수,한화,0,한화,KT,7.6,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
1128,2018-08-12,송은범,불펜투수,한화,0,한화,KT,8.9,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
1129,2018-08-12,정우람,불펜투수,한화,0,한화,KT,9.3,0,1,0,0,0,0,0,0.0,1.0,2.0,2.0,3,5
1130,2018-08-12,이태양,불펜투수,한화,0,한화,KT,9.8,1,2,1,0,0,0,0,2.0,0.0,0.0,0.0,5,5
1131,2018-08-14,레일리,선발투수,롯데,0,롯데,한화,1.1,6,0,1,0,0,0,0,4.0,1.0,3.0,3.0,22,23
1132,2018-08-14,오현택,불펜투수,롯데,0,롯데,한화,7.6,1,0,0,0,0,0,1,1.0,0.0,1.0,1.0,4,4
1133,2018-08-14,구승민,불펜투수,롯데,0,롯데,한화,8.1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4,4
1134,2018-08-14,손승락,불펜투수,롯데,0,롯데,한화,9.5,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,3,4
1135,2018-08-16,아델만,선발투수,삼성,0,삼성,한화,1.1,7,0,1,0,0,0,0,6.0,1.0,2.0,2.0,24,25
1136,2018-08-16,장필준,불펜투수,삼성,0,삼성,한화,8.8,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
1137,2018-08-16,최충연,불펜투수,삼성,0,삼성,한화,9.2,1,0,0,0,0,1,0,2.0,1.0,0.0,0.0,3,4
1138,2018-09-04,샘슨,선발투수,한화,0,한화,롯데,1.1,6,0,1,0,0,0,0,11.0,3.0,2.0,2.0,22,25
1139,2018-09-04,박상원,불펜투수,한화,0,한화,롯데,7.8,0,1,0,0,0,0,0,1.0,1.0,2.0,1.0,2,3
1140,2018-09-04,김범수,불펜투수,한화,0,한화,롯데,7.2,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,2,2
1141,2018-09-04,이태양,불펜투수,한화,0,한화,롯데,7.4,1,1,0,0,0,0,1,1.0,2.0,0.0,0.0,4,6
1142,2018-09-04,정우람,불펜투수,한화,0,한화,롯데,9.1,1,0,0,0,0,1,0,0.0,2.0,0.0,0.0,2,4
1143,2018-09-05,김재영,선발투수,한화,0,한화,롯데,1.1,2,1,0,0,0,0,0,3.0,4.0,1.0,1.0,9,13
1144,2018-09-05,안영명,불펜투수,한화,0,한화,롯데,3.5,2,2,1,0,0,0,0,2.0,2.0,1.0,1.0,11,13
1145,2018-09-05,서균,불펜투수,한화,0,한화,롯데,6.9,0,1,0,0,0,0,0,0.0,0.0,2.0,2.0,3,3
1146,2018-09-05,권혁,불펜투수,한화,0,한화,롯데,6.3,0,2,0,0,0,0,1,2.0,0.0,1.0,1.0,4,4
1147,2018-09-05,송은범,불펜투수,한화,0,한화,롯데,7.7,1,0,0,0,0,0,1,1.0,1.0,0.0,0.0,4,5
1148,2018-09-05,김범수,불펜투수,한화,0,한화,롯데,8.3,0,2,0,0,0,0,0,1.0,1.0,0.0,0.0,3,4
1149,2018-09-05,박상원,불펜투수,한화,0,한화,롯데,8.7,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1
1150,2018-09-05,장민재,불펜투수,한화,0,한화,롯데,9.8,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
1151,2018-09-06,금민철,선발투수,KT,0,KT,한화,1.1,3,2,0,1,0,0,0,2.0,1.0,5.0,5.0,21,22
1152,2018-09-06,김사율,불펜투수,KT,0,KT,한화,4.5,1,0,0,0,0,0,0,1.0,1.0,2.0,0.0,5,6
1153,2018-09-06,심재민,불펜투수,KT,0,KT,한화,5.2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
1154,2018-09-06,김태오,불펜투수,KT,0,KT,한화,6.5,2,0,0,0,0,0,0,1.0,0.0,1.0,0.0,10,10
1155,2018-09-06,배제성,불펜투수,KT,0,KT,한화,8.6,1,0,0,0,0,0,0,1.0,0.0,1.0,0.0,5,5
1156,2018-09-06,류희운,불펜투수,KT,0,KT,한화,9.2,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,5,5
1157,2018-09-07,김민,선발투수,KT,0,KT,한화,1.1,5,0,1,0,0,0,0,5.0,2.0,1.0,1.0,21,23
1158,2018-09-07,심재민,불펜투수,KT,0,KT,한화,6.6,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,3,3
1159,2018-09-07,김사율,불펜투수,KT,0,KT,한화,7.9,1,0,0,0,0,0,0,2.0,0.0,0.0,0.0,4,4
1160,2018-09-07,배제성,불펜투수,KT,0,KT,한화,8.4,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
1161,2018-09-07,홍성용,불펜투수,KT,0,KT,한화,9.7,1,0,0,0,0,0,0,1.0,1.0,3.0,3.0,6,7
1162,2018-09-08,소사,선발투수,LG,0,LG,한화,1.1,7,0,1,0,0,0,0,10.0,0.0,1.0,1.0,25,25
1163,2018-09-08,신정락,불펜투수,LG,0,LG,한화,8.8,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,3,3
1164,2018-09-08,정찬헌,불펜투수,LG,0,LG,한화,9.2,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,4,4
1165,2018-09-09,차우찬,선발투수,LG,0,LG,한화,1.1,7,0,1,0,0,0,0,6.0,2.0,2.0,1.0,25,27
1166,2018-09-09,신정락,불펜투수,LG,0,LG,한화,8.1,0,2,0,0,0,0,0,0.0,0.0,1.0,1.0,3,3
1167,2018-09-09,진해수,불펜투수,LG,0,LG,한화,8.4,0,0,0,0,0,0,0,0.0,1.0,2.0,2.0,1,2
1168,2018-09-09,정찬헌,불펜투수,LG,0,LG,한화,8.6,1,1,0,0,0,1,0,1.0,0.0,0.0,0.0,4,4
1169,2018-09-11,아델만,선발투수,삼성,0,삼성,한화,1.1,6,0,0,0,0,0,0,7.0,2.0,4.0,4.0,25,27
1170,2018-09-11,장필준,불펜투수,삼성,0,삼성,한화,7.1,1,0,0,0,0,0,0,1.0,0.0,3.0,3.0,6,6
1171,2018-09-11,심창민,불펜투수,삼성,0,삼성,한화,8.7,1,0,0,0,0,0,0,2.0,1.0,0.0,0.0,3,4
1172,2018-09-11,최충연,불펜투수,삼성,0,삼성,한화,9.2,2,0,0,0,0,0,0,2.0,1.0,0.0,0.0,6,7
1173,2018-09-11,우규민,불펜투수,삼성,0,삼성,한화,11.9,1,0,0,0,0,0,0,3.0,0.0,0.0,0.0,3,3
1174,2018-09-11,이승현,불펜투수,삼성,0,삼성,한화,12.3,1,0,0,1,0,0,0,1.0,0.0,1.0,1.0,4,4
1175,2018-09-12,윤성환,선발투수,삼성,0,삼성,한화,1.1,4,0,0,1,0,0,0,3.0,1.0,7.0,7.0,19,20
1176,2018-09-12,권오준,불펜투수,삼성,0,삼성,한화,5.3,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,3,3
1177,2018-09-12,정인욱,불펜투수,삼성,0,삼성,한화,6.6,2,0,0,0,0,0,0,2.0,1.0,0.0,0.0,6,7
1178,2018-09-12,임현준,불펜투수,삼성,0,삼성,한화,8.4,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,3,4
1179,2018-09-12,김용하,불펜투수,삼성,0,삼성,한화,9.8,1,0,0,0,0,0,0,3.0,1.0,0.0,0.0,5,6
1180,2018-09-13,장민재,선발투수,한화,0,한화,SK,1.1,5,0,0,1,0,0,0,2.0,2.0,2.0,2.0,19,21
1181,2018-09-13,김재영,불펜투수,한화,0,한화,SK,6.4,1,1,0,0,0,0,0,1.0,0.0,0.0,0.0,6,6
1182,2018-09-13,임준섭,불펜투수,한화,0,한화,SK,7.1,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2
1183,2018-09-13,이태양,불펜투수,한화,0,한화,SK,8.3,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,6,6
1184,2018-09-14,김성훈,선발투수,한화,0,한화,SK,1.1,3,0,0,1,0,0,0,2.0,3.0,3.0,3.0,14,17
1185,2018-09-14,권혁,불펜투수,한화,0,한화,SK,4.9,1,1,0,0,0,0,0,3.0,0.0,0.0,0.0,4,4
1186,2018-09-14,안영명,불펜투수,한화,0,한화,SK,5.4,0,2,0,0,0,0,0,0.0,2.0,4.0,4.0,4,6
1187,2018-09-14,박주홍,불펜투수,한화,0,한화,SK,6.1,2,0,0,0,0,0,0,2.0,0.0,0.0,0.0,7,7
1188,2018-09-14,송창식,불펜투수,한화,0,한화,SK,8.8,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3
1189,2018-09-14,임준섭,불펜투수,한화,0,한화,SK,9.2,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1,1
1190,2018-09-14,박상원,불펜투수,한화,0,한화,SK,9.3,0,2,0,0,0,0,0,1.0,0.0,0.0,0.0,2,2
1191,2018-09-15,김범수,선발투수,한화,0,한화,LG,1.1,2,2,0,1,0,0,0,1.0,3.0,6.0,4.0,13,17
1192,2018-09-15,서균,불펜투수,한화,0,한화,LG,3.9,1,0,0,0,0,0,0,1.0,2.0,3.0,3.0,5,7
