,year,month,day,week,팀,승패,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,R,H,E,B,홈팀,원정팀,더블헤더
44,2010,4,4,6,키움,승,1,0,2,0,1,0,0,0,1,-1,-1,-1,5,10,1,5,키움,LG,0
45,2010,4,4,6,LG,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,0,2,키움,LG,0
46,2010,4,4,6,삼성,승,0,0,0,1,0,0,0,1,0,-1,-1,-1,2,8,0,6,삼성,한화,0
47,2010,4,4,6,한화,패,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,4,0,1,삼성,한화,0
48,2010,4,4,6,롯데,승,0,1,0,0,0,0,0,1,0,0,0,1,3,13,0,2,롯데,기아,0
49,2010,4,4,6,기아,패,0,0,0,0,1,0,1,0,0,0,0,0,2,10,0,4,롯데,기아,0
50,2010,4,6,1,한화,패,0,0,1,0,0,0,1,0,0,-1,-1,-1,2,8,2,2,한화,두산,0
51,2010,4,6,1,두산,승,0,0,0,0,2,0,0,1,-1,-1,-1,-1,3,6,0,6,한화,두산,0
52,2010,4,6,1,기아,승,0,0,0,0,2,1,0,0,0,-1,-1,-1,3,10,0,9,기아,SK,0
53,2010,4,6,1,SK,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,6,1,6,기아,SK,0
54,2010,4,6,1,키움,패,1,0,0,0,0,2,0,0,0,-1,-1,-1,3,8,1,3,키움,삼성,0
55,2010,4,6,1,삼성,승,2,1,1,2,0,1,0,0,-1,-1,-1,-1,7,14,1,5,키움,삼성,0
56,2010,4,6,1,LG,패,0,0,0,1,0,3,0,1,0,-1,-1,-1,5,7,1,3,LG,롯데,0
57,2010,4,6,1,롯데,승,0,1,2,1,2,1,0,0,-1,-1,-1,-1,7,10,1,7,LG,롯데,0
58,2010,4,7,2,한화,패,0,0,0,0,2,0,0,0,0,-1,-1,-1,2,9,0,2,한화,두산,0
59,2010,4,7,2,두산,승,0,0,0,3,1,1,0,3,-1,-1,-1,-1,8,10,1,8,한화,두산,0
60,2010,4,7,2,기아,승,0,0,0,3,1,1,0,0,0,-1,-1,-1,5,12,0,4,기아,SK,0
61,2010,4,7,2,SK,패,0,0,0,0,0,0,3,0,0,-1,-1,-1,3,9,1,2,기아,SK,0
62,2010,4,7,2,키움,패,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,8,0,2,키움,삼성,0
63,2010,4,7,2,삼성,승,0,0,0,0,0,0,3,0,-1,-1,-1,-1,3,7,1,7,키움,삼성,0
64,2010,4,7,2,LG,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,0,1,LG,롯데,0
65,2010,4,7,2,롯데,승,4,0,0,0,0,2,0,0,-1,-1,-1,-1,6,6,0,3,LG,롯데,0
66,2010,4,8,3,한화,패,0,3,0,0,1,0,0,0,0,-1,-1,-1,4,8,1,5,한화,두산,0
67,2010,4,8,3,두산,승,0,0,0,0,1,2,0,2,-1,-1,-1,-1,5,10,1,7,한화,두산,0
68,2010,4,8,3,기아,패,0,0,1,0,0,1,0,0,0,-1,-1,-1,2,5,3,1,기아,SK,0
69,2010,4,8,3,SK,승,0,0,2,0,0,1,1,1,-1,-1,-1,-1,5,12,1,5,기아,SK,0
70,2010,4,8,3,키움,패,0,0,0,0,0,1,1,4,0,-1,-1,-1,6,10,2,2,키움,삼성,0
71,2010,4,8,3,삼성,승,0,1,1,0,0,2,0,1,2,-1,-1,-1,7,10,0,6,키움,삼성,0
72,2010,4,8,3,LG,승,0,1,0,2,0,2,2,2,1,-1,-1,-1,10,7,1,10,LG,롯데,0
73,2010,4,8,3,롯데,패,0,0,0,2,0,0,0,0,0,-1,-1,-1,2,7,1,3,LG,롯데,0
74,2010,4,9,4,LG,무,2,2,0,1,0,0,2,0,0,0,0,0,7,8,1,3,LG,두산,0
75,2010,4,9,4,두산,무,2,0,0,0,0,4,1,0,0,0,0,0,7,12,2,13,LG,두산,0
76,2010,4,9,4,SK,승,0,2,0,0,0,0,0,1,1,-1,-1,-1,4,12,1,3,SK,키움,0
77,2010,4,9,4,키움,패,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,7,0,2,SK,키움,0
78,2010,4,9,4,기아,패,0,0,1,2,2,0,0,0,0,0,0,0,5,15,2,4,기아,삼성,0
79,2010,4,9,4,삼성,승,0,0,0,0,4,0,1,0,0,0,0,1,6,13,0,3,기아,삼성,0
80,2010,4,9,4,한화,승,1,0,2,0,1,2,2,6,0,0,0,1,15,27,0,8,한화,롯데,0
81,2010,4,9,4,롯데,패,5,2,0,4,0,1,0,2,0,0,0,0,14,24,0,5,한화,롯데,0
82,2010,4,10,5,LG,패,2,0,0,0,0,0,0,0,0,-1,-1,-1,2,10,1,5,LG,두산,0
83,2010,4,10,5,두산,승,0,0,0,0,0,3,0,0,-1,-1,-1,-1,3,6,2,9,LG,두산,0
84,2010,4,10,5,SK,승,1,0,0,2,0,2,0,0,2,-1,-1,-1,7,8,0,9,SK,키움,0
85,2010,4,10,5,키움,패,0,0,0,0,0,0,0,1,1,-1,-1,-1,2,9,1,6,SK,키움,0
86,2010,4,10,5,기아,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,5,0,1,기아,삼성,0
87,2010,4,10,5,삼성,승,3,0,0,0,0,0,0,0,-1,-1,-1,-1,3,11,1,4,기아,삼성,0
88,2010,4,10,5,한화,승,0,0,0,1,0,7,1,0,0,-1,-1,-1,9,16,0,4,한화,롯데,0
89,2010,4,10,5,롯데,패,0,0,0,0,1,0,0,0,1,-1,-1,-1,2,8,0,3,한화,롯데,0
90,2010,4,11,6,기아,승,0,0,0,1,2,0,0,0,0,-1,-1,-1,3,6,0,2,기아,삼성,0
91,2010,4,11,6,삼성,패,0,2,0,0,0,0,0,0,0,-1,-1,-1,2,7,2,5,기아,삼성,0
92,2010,4,11,6,한화,패,1,0,0,0,7,0,1,0,0,0,-1,-1,9,7,0,8,한화,롯데,0
93,2010,4,11,6,롯데,승,0,0,2,0,3,0,0,4,0,1,-1,-1,10,15,2,9,한화,롯데,0
94,2010,4,11,6,LG,승,0,0,1,3,0,2,0,2,0,-1,-1,-1,8,15,2,3,LG,두산,0
95,2010,4,11,6,두산,패,1,1,0,0,2,0,0,1,0,-1,-1,-1,5,11,0,6,LG,두산,0
96,2010,4,11,6,SK,승,1,1,0,5,0,0,0,2,1,-1,-1,-1,10,14,0,9,SK,키움,0
97,2010,4,11,6,키움,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,1,1,6,SK,키움,0
98,2010,4,13,1,삼성,승,0,3,0,0,0,0,0,3,0,-1,-1,-1,6,7,0,3,삼성,LG,0
99,2010,4,13,1,LG,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,1,2,삼성,LG,0
100,2010,4,13,1,롯데,승,2,0,0,0,0,0,5,2,0,-1,-1,-1,9,10,0,10,롯데,키움,0
101,2010,4,13,1,키움,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,2,2,5,롯데,키움,0
102,2010,4,13,1,SK,패,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,4,0,7,SK,한화,0
103,2010,4,13,1,한화,승,0,0,0,0,0,0,1,1,-1,-1,-1,-1,2,9,0,4,SK,한화,0
104,2010,4,13,1,두산,승,2,1,0,0,0,0,2,4,0,-1,-1,-1,9,10,0,5,두산,기아,0
105,2010,4,13,1,기아,패,0,1,0,2,2,0,0,3,0,-1,-1,-1,8,10,0,7,두산,기아,0
106,2010,4,14,2,삼성,패,0,2,0,2,0,0,0,0,0,-1,-1,-1,4,9,1,6,삼성,LG,0
107,2010,4,14,2,LG,승,1,0,2,1,0,0,1,0,-1,-1,-1,-1,5,9,0,3,삼성,LG,0
108,2010,4,14,2,롯데,패,2,0,2,0,1,0,0,0,0,-1,-1,-1,5,8,2,3,롯데,키움,0
109,2010,4,14,2,키움,승,0,0,0,0,4,0,0,2,-1,-1,-1,-1,6,9,0,10,롯데,키움,0
110,2010,4,14,2,SK,승,1,0,1,0,0,0,3,0,1,-1,-1,-1,6,11,0,4,SK,한화,0
111,2010,4,14,2,한화,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,5,2,5,SK,한화,0
112,2010,4,15,3,삼성,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,2,6,삼성,LG,0
113,2010,4,15,3,LG,승,0,0,0,4,0,0,0,0,-1,-1,-1,-1,4,4,1,4,삼성,LG,0
114,2010,4,15,3,롯데,승,0,0,0,0,0,4,0,0,2,-1,-1,-1,6,12,0,5,롯데,키움,0
115,2010,4,15,3,키움,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,0,0,롯데,키움,0
116,2010,4,15,3,SK,승,4,2,0,0,1,0,3,0,0,-1,-1,-1,10,11,0,5,SK,한화,0
117,2010,4,15,3,한화,패,0,0,0,1,0,2,0,0,0,-1,-1,-1,3,9,1,4,SK,한화,0
118,2010,4,15,3,두산,패,0,0,0,0,0,0,0,3,0,-1,-1,-1,3,7,1,4,두산,기아,0
119,2010,4,15,3,기아,승,0,0,0,0,0,0,3,1,-1,-1,-1,-1,4,5,0,3,두산,기아,0
120,2010,4,16,4,롯데,패,1,0,2,0,0,1,0,0,0,-1,-1,-1,4,8,1,3,롯데,두산,0
121,2010,4,16,4,두산,승,0,2,2,0,0,2,0,0,-1,-1,-1,-1,6,11,0,4,롯데,두산,0
122,2010,4,16,4,삼성,패,0,0,0,0,0,0,0,0,2,-1,-1,-1,2,8,1,5,삼성,SK,0
123,2010,4,16,4,SK,승,0,1,4,0,1,1,0,0,-1,-1,-1,-1,7,13,2,4,삼성,SK,0
124,2010,4,16,4,LG,승,0,0,0,0,2,0,0,4,2,-1,-1,-1,8,9,1,9,LG,기아,0
125,2010,4,16,4,기아,패,1,0,0,1,0,0,0,0,2,-1,-1,-1,4,10,2,1,LG,기아,0
126,2010,4,16,4,키움,패,0,0,3,1,0,0,0,0,0,-1,-1,-1,4,6,1,2,키움,한화,0
127,2010,4,16,4,한화,승,0,0,0,1,0,2,2,0,-1,-1,-1,-1,5,7,1,8,키움,한화,0
128,2010,4,17,5,롯데,패,0,0,0,1,0,0,1,0,1,-1,-1,-1,3,12,1,2,롯데,두산,0
129,2010,4,17,5,두산,승,0,0,0,3,1,0,0,0,-1,-1,-1,-1,4,7,1,4,롯데,두산,0
130,2010,4,17,5,삼성,패,0,0,2,0,0,0,1,0,0,-1,-1,-1,3,7,2,5,삼성,SK,0
131,2010,4,17,5,SK,승,0,0,2,2,0,0,0,0,-1,-1,-1,-1,4,4,1,6,삼성,SK,0
132,2010,4,17,5,LG,승,0,3,0,0,0,2,0,8,0,-1,-1,-1,13,14,1,4,LG,기아,0
133,2010,4,17,5,기아,패,0,0,0,0,2,0,2,0,0,-1,-1,-1,4,8,1,5,LG,기아,0
134,2010,4,17,5,키움,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,1,3,키움,한화,0
135,2010,4,17,5,한화,승,2,0,0,0,1,0,0,3,-1,-1,-1,-1,6,11,0,6,키움,한화,0
136,2010,4,18,6,롯데,승,0,1,2,0,1,4,0,1,0,-1,-1,-1,9,14,1,4,롯데,두산,0
137,2010,4,18,6,두산,패,0,3,0,2,0,0,0,0,0,-1,-1,-1,5,5,2,2,롯데,두산,0
138,2010,4,18,6,삼성,패,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,4,2,3,삼성,SK,0
139,2010,4,18,6,SK,승,6,0,0,0,0,0,3,3,-1,-1,-1,-1,12,10,0,8,삼성,SK,0
140,2010,4,18,6,키움,승,2,3,0,0,1,0,0,3,6,-1,-1,-1,15,19,0,6,키움,한화,0
141,2010,4,18,6,한화,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,2,0,2,키움,한화,0
142,2010,4,20,1,SK,승,0,0,0,0,0,0,2,1,0,-1,-1,-1,3,8,0,2,SK,두산,0
143,2010,4,20,1,두산,패,0,0,0,0,2,0,0,0,0,-1,-1,-1,2,5,0,2,SK,두산,0
144,2010,4,20,1,LG,승,0,1,4,0,0,1,0,0,0,-1,-1,-1,6,8,0,2,LG,키움,0
145,2010,4,20,1,키움,패,0,0,1,0,0,1,0,0,0,-1,-1,-1,2,12,0,6,LG,키움,0
146,2010,4,20,1,한화,패,0,0,0,0,2,0,0,0,1,-1,-1,-1,3,7,1,0,한화,삼성,0
147,2010,4,20,1,삼성,승,0,9,0,0,0,3,3,1,-1,-1,-1,-1,16,14,0,12,한화,삼성,0
148,2010,4,20,1,기아,승,1,0,0,0,5,0,4,0,0,-1,-1,-1,10,10,0,11,기아,롯데,0
149,2010,4,20,1,롯데,패,1,0,0,0,0,2,0,0,0,-1,-1,-1,3,5,1,5,기아,롯데,0
150,2010,4,21,2,한화,패,2,0,1,0,0,0,-1,-1,-1,-1,-1,-1,3,8,0,4,한화,삼성,0
151,2010,4,21,2,삼성,승,0,1,1,0,4,2,-1,-1,-1,-1,-1,-1,8,7,0,5,한화,삼성,0
152,2010,4,21,2,기아,승,0,1,0,0,3,1,0,0,0,0,4,-1,9,15,0,7,기아,롯데,0
153,2010,4,21,2,롯데,패,3,0,1,0,0,0,1,0,0,0,1,-1,6,16,1,4,기아,롯데,0
154,2010,4,22,3,SK,승,5,0,2,0,2,0,0,0,0,-1,-1,-1,9,11,0,6,SK,두산,0
155,2010,4,22,3,두산,패,0,0,3,3,0,0,0,0,0,-1,-1,-1,6,9,1,3,SK,두산,0
156,2010,4,22,3,LG,승,0,0,0,0,2,1,0,0,0,-1,-1,-1,3,6,0,8,LG,키움,0
157,2010,4,22,3,키움,패,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,3,4,3,LG,키움,0
158,2010,4,22,3,한화,승,0,0,3,0,1,0,0,0,2,-1,-1,-1,6,8,0,5,한화,삼성,0
159,2010,4,22,3,삼성,패,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,4,0,4,한화,삼성,0
160,2010,4,22,3,기아,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,6,0,0,기아,롯데,0
161,2010,4,22,3,롯데,승,0,1,1,1,0,0,0,1,-1,-1,-1,-1,4,8,0,6,기아,롯데,0
162,2010,4,23,4,한화,승,0,4,0,0,0,1,0,0,0,-1,-1,-1,5,7,0,12,한화,LG,0
163,2010,4,23,4,LG,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,3,2,한화,LG,0
164,2010,4,23,4,기아,패,0,1,0,0,0,0,0,1,0,1,0,-1,3,10,1,7,기아,키움,0
165,2010,4,23,4,키움,승,1,0,0,0,0,0,0,1,0,1,1,-1,4,6,0,5,기아,키움,0
166,2010,4,23,4,롯데,패,0,2,0,0,1,1,0,3,0,-1,-1,-1,7,7,1,1,롯데,SK,0
167,2010,4,23,4,SK,승,0,0,0,5,3,0,1,0,-1,-1,-1,-1,9,14,1,6,롯데,SK,0
168,2010,4,23,4,두산,패,0,0,0,5,0,0,1,1,0,-1,-1,-1,7,11,1,5,두산,삼성,0
169,2010,4,23,4,삼성,승,0,3,2,0,0,3,1,0,-1,-1,-1,-1,9,10,1,6,두산,삼성,0
170,2010,4,24,5,한화,패,0,0,1,1,0,1,0,0,0,-1,-1,-1,3,8,1,1,한화,LG,0
171,2010,4,24,5,LG,승,0,0,2,0,8,4,0,0,-1,-1,-1,-1,14,15,1,5,한화,LG,0
172,2010,4,24,5,기아,패,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,6,0,3,기아,키움,0
173,2010,4,24,5,키움,승,1,0,0,0,0,0,0,0,1,-1,-1,-1,2,9,2,4,기아,키움,0
174,2010,4,24,5,롯데,패,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,5,0,0,롯데,SK,0
175,2010,4,24,5,SK,승,0,0,0,1,0,0,0,1,-1,-1,-1,-1,2,6,1,3,롯데,SK,0
176,2010,4,24,5,두산,승,0,0,3,0,0,0,0,0,0,-1,-1,-1,3,8,0,3,두산,삼성,0
177,2010,4,24,5,삼성,패,0,0,1,1,0,0,0,0,0,-1,-1,-1,2,7,2,4,두산,삼성,0
178,2010,4,25,6,두산,승,0,2,1,2,0,0,0,0,3,-1,-1,-1,8,11,1,4,두산,삼성,0
179,2010,4,25,6,삼성,패,0,0,0,0,2,1,1,0,0,-1,-1,-1,4,6,0,2,두산,삼성,0
180,2010,4,25,6,한화,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,3,0,3,한화,LG,0
181,2010,4,25,6,LG,승,0,0,0,0,0,0,3,0,-1,-1,-1,-1,3,8,1,3,한화,LG,0
182,2010,4,25,6,기아,승,0,1,0,0,1,0,1,0,0,1,2,-1,6,7,0,14,기아,키움,0
183,2010,4,25,6,키움,패,0,0,3,0,0,0,0,0,0,1,0,-1,4,11,2,3,기아,키움,0
184,2010,4,25,6,롯데,패,0,0,0,1,0,0,2,1,0,-1,-1,-1,4,5,0,3,롯데,SK,0
185,2010,4,25,6,SK,승,0,1,0,4,2,1,0,6,-1,-1,-1,-1,14,15,2,5,롯데,SK,0
186,2010,4,27,1,두산,승,0,0,6,0,5,0,0,3,0,-1,-1,-1,14,14,1,10,두산,한화,0
187,2010,4,27,1,한화,패,0,3,0,0,2,0,0,0,0,-1,-1,-1,5,11,2,3,두산,한화,0
188,2010,4,27,1,키움,패,0,1,0,0,1,0,0,0,0,-1,-1,-1,2,7,1,3,키움,롯데,0
189,2010,4,27,1,롯데,승,3,0,1,1,2,0,0,3,-1,-1,-1,-1,10,13,1,4,키움,롯데,0
190,2010,4,27,1,SK,승,0,0,0,0,0,0,3,0,1,-1,-1,-1,4,7,0,5,SK,기아,0
191,2010,4,27,1,기아,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,1,4,SK,기아,0
192,2010,4,28,2,키움,패,0,0,1,0,1,2,0,1,0,-1,-1,-1,5,10,1,2,키움,롯데,0
193,2010,4,28,2,롯데,승,2,1,0,2,0,0,0,0,1,-1,-1,-1,6,9,1,8,키움,롯데,0
194,2010,4,29,3,삼성,승,0,0,0,0,0,0,3,0,0,-1,-1,-1,3,11,1,3,삼성,LG,0
195,2010,4,29,3,LG,패,0,0,0,0,0,0,2,0,0,-1,-1,-1,2,5,0,8,삼성,LG,0
196,2010,4,29,3,두산,승,0,0,0,0,0,1,0,1,1,-1,-1,-1,3,9,1,4,두산,한화,0
197,2010,4,29,3,한화,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,6,0,2,두산,한화,0
198,2010,4,29,3,키움,패,2,0,0,0,0,0,0,0,0,-1,-1,-1,2,8,0,3,키움,롯데,0
199,2010,4,29,3,롯데,승,0,1,1,1,0,2,0,0,-1,-1,-1,-1,5,5,0,7,키움,롯데,0
200,2010,4,29,3,SK,승,0,0,2,0,0,0,0,0,1,-1,-1,-1,3,7,1,5,SK,기아,0
201,2010,4,29,3,기아,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,1,4,SK,기아,0
202,2010,4,30,4,키움,패,0,0,0,1,0,1,0,0,3,-1,-1,-1,5,7,0,5,키움,두산,0
203,2010,4,30,4,두산,승,3,1,1,1,1,1,3,1,-1,-1,-1,-1,12,13,0,8,키움,두산,0
204,2010,4,30,4,LG,패,2,0,0,0,0,0,0,1,1,-1,-1,-1,4,13,3,3,LG,SK,0
205,2010,4,30,4,SK,승,0,0,1,3,1,0,0,0,-1,-1,-1,-1,5,6,1,3,LG,SK,0
206,2010,4,30,4,삼성,승,1,0,0,3,3,1,2,0,0,-1,-1,-1,10,16,1,10,삼성,한화,0
207,2010,4,30,4,한화,패,0,0,0,0,0,1,3,0,0,-1,-1,-1,4,8,0,9,삼성,한화,0
208,2010,4,30,4,기아,승,2,0,0,0,0,2,0,0,4,-1,-1,-1,8,12,1,3,기아,롯데,0
209,2010,4,30,4,롯데,패,0,0,0,1,2,0,1,0,0,-1,-1,-1,4,8,0,6,기아,롯데,0
210,2010,5,1,5,키움,승,0,2,0,0,5,1,0,3,0,-1,-1,-1,11,13,0,5,키움,두산,0
211,2010,5,1,5,두산,패,0,0,0,1,0,0,0,2,0,-1,-1,-1,3,6,0,6,키움,두산,0
212,2010,5,1,5,LG,패,0,0,0,2,0,0,1,0,0,-1,-1,-1,3,6,1,2,LG,SK,0
213,2010,5,1,5,SK,승,3,9,0,0,2,5,2,0,-1,-1,-1,-1,21,20,0,6,LG,SK,0
214,2010,5,1,5,삼성,승,3,0,1,3,0,1,0,0,0,-1,-1,-1,8,10,0,10,삼성,한화,0
215,2010,5,1,5,한화,패,0,1,0,1,0,0,2,0,1,-1,-1,-1,5,11,2,4,삼성,한화,0
216,2010,5,1,5,기아,승,6,3,0,0,1,5,0,0,0,-1,-1,-1,15,20,0,8,기아,롯데,0
217,2010,5,1,5,롯데,패,1,0,0,1,1,0,3,1,0,-1,-1,-1,7,16,1,2,기아,롯데,0
218,2010,5,2,6,기아,패,0,0,2,0,1,0,0,1,0,0,-1,-1,4,7,0,3,기아,롯데,0
219,2010,5,2,6,롯데,승,2,0,0,0,0,1,1,0,0,1,-1,-1,5,13,2,3,기아,롯데,0
220,2010,5,2,6,키움,승,1,0,3,2,2,0,1,0,2,-1,-1,-1,11,17,0,9,키움,두산,0
221,2010,5,2,6,두산,패,0,1,0,0,0,0,1,0,1,-1,-1,-1,3,11,0,1,키움,두산,0
222,2010,5,2,6,LG,패,0,0,0,0,2,2,0,0,1,-1,-1,-1,5,11,1,5,LG,SK,0
223,2010,5,2,6,SK,승,0,2,0,0,0,1,0,2,1,-1,-1,-1,6,9,0,5,LG,SK,0
224,2010,5,2,6,삼성,승,0,2,0,1,2,0,0,1,0,2,-1,-1,8,11,1,8,삼성,한화,0
225,2010,5,2,6,한화,패,0,0,1,1,1,3,0,0,0,0,-1,-1,6,11,1,3,삼성,한화,0
226,2010,5,4,1,두산,패,4,1,0,0,0,0,0,0,0,-1,-1,-1,5,8,3,2,두산,LG,0
227,2010,5,4,1,LG,승,1,2,3,0,0,0,0,0,-1,-1,-1,-1,6,6,2,5,두산,LG,0
228,2010,5,4,1,키움,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,3,5,키움,SK,0
229,2010,5,4,1,SK,승,0,1,0,0,0,0,2,0,-1,-1,-1,-1,3,7,0,5,키움,SK,0
230,2010,5,4,1,롯데,승,0,3,0,1,2,1,0,1,1,-1,-1,-1,9,11,1,6,롯데,삼성,0
